slide_name,permissible_angle,slide_width_um,scanner_name,time_stamp,slide_id,load_identifier,x_offset_um,y_offset_um,row_index,col_index,row_col
H01CBA05P_95381,4.539075318,25272,H01CBA05P,2021-04-11T07:23:08,95381,CS002-2-1618118012311,,,2,11,"2,11"
H01CBA06P_95123,3.973234939,25256,H01CBA06P,2021-04-11T07:23:47,95123,CS002-3-1618117995424,,,1,23,"1,23"
H01CBA05P_95382,4.49734629,25506,H01CBA05P,2021-04-11T07:24:25,95382,CS002-2-1618118012311,,,2,12,"2,12"
H01CBA06P_95124,3.955118524,25371.5,H01CBA06P,2021-04-11T07:25:03,95124,CS002-3-1618117995424,,,1,24,"1,24"
H01CBA02P_95278,9.604976022,23973,H01CBA02P,2021-04-11T07:26:08,95278,CS002-1-1618118000086,,,2,28,"2,28"
H01CBA05P_95383,4.490466009,25545,H01CBA05P,2021-04-11T07:26:44,95383,CS002-2-1618118012311,,,2,13,"2,13"
H01CBA06P_95125,3.949116405,25410,H01CBA06P,2021-04-11T07:27:24,95125,CS002-3-1618117995424,,,1,25,"1,25"
H01CBA02P_95281,4.546538986,25230.6,H01CBA02P,2021-04-11T07:28:53,95281,CS002-1-1618118000086,,,3,1,"3,1"
H01CBA05P_95384,4.532066731,25311,H01CBA05P,2021-04-11T07:29:29,95384,CS002-2-1618118012311,,,2,14,"2,14"
H01CBA06P_95126,3.979310711,25217.5,H01CBA06P,2021-04-11T07:30:09,95126,CS002-3-1618117995424,,,1,26,"1,26"
H01CBA02P_95282,4.51133037,25427.1,H01CBA02P,2021-04-11T07:30:48,95282,CS002-1-1618118000086,,,3,2,"3,2"
H01CBA05P_95385,4.518114354,25389,H01CBA05P,2021-04-11T07:31:24,95385,CS002-2-1618118012311,,,2,15,"2,15"
H01CBA02P_95284,4.55364683,25191.3,H01CBA02P,2021-04-11T07:32:27,95284,CS002-1-1618118000086,,,3,4,"3,4"
H01CBA05P_95386,4.532066731,25311,H01CBA05P,2021-04-11T07:33:04,95386,CS002-2-1618118012311,,,2,16,"2,16"
H01CBA02P_95286,4.546538986,25230.6,H01CBA02P,2021-04-11T07:34:06,95286,CS002-1-1618118000086,,,3,6,"3,6"
H01CBA05P_95387,4.518114354,25389,H01CBA05P,2021-04-11T07:34:43,95387,CS002-2-1618118012311,,,2,17,"2,17"
H01CBA02P_95289,4.449311532,25780.8,H01CBA02P,2021-04-11T07:36:10,95289,CS002-1-1618118000086,,,3,9,"3,9"
H01CBA05P_95388,4.511170365,25428,H01CBA05P,2021-04-11T07:36:47,95388,CS002-2-1618118012311,,,2,18,"2,18"
H01CBA02P_95292,4.504354051,25466.4,H01CBA02P,2021-04-11T07:38:14,95292,CS002-1-1618118000086,,,3,12,"3,12"
H01CBA05P_95389,4.532066731,25311,H01CBA05P,2021-04-11T07:38:51,95389,CS002-2-1618118012311,,,2,19,"2,19"
H01CBA02P_95294,4.532389727,25309.2,H01CBA02P,2021-04-11T07:39:54,95294,CS002-1-1618118000086,,,3,14,"3,14"
H01CBA05P_95390,4.483606769,25584,H01CBA05P,2021-04-11T07:40:31,95390,CS002-2-1618118012311,,,2,20,"2,20"
H01CBA06P_95126,3.973234939,25256,H01CBA06P,2021-04-11T07:40:49,95126,CS002-3-1618117995424,,,1,26,"1,26"
H01CBA02P_95296,4.567929472,25112.7,H01CBA02P,2021-04-11T07:41:53,95296,CS002-1-1618118000086,,,3,16,"3,16"
H01CBA05P_95391,4.49734629,25506,H01CBA05P,2021-04-11T07:42:30,95391,CS002-2-1618118012311,,,2,21,"2,21"
H01CBA06P_95127,3.937166696,25487,H01CBA06P,2021-04-11T07:43:09,95127,CS002-3-1618117995424,,,1,27,"1,27"
H01CBA02P_95298,4.456118092,25741.5,H01CBA02P,2021-04-11T07:44:13,95298,CS002-1-1618118000086,,,3,18,"3,18"
H01CBA06P_95128,3.931218942,25525.5,H01CBA06P,2021-04-11T07:44:52,95128,CS002-3-1618117995424,,,1,28,"1,28"
H01CBA05P_95392,4.511170365,25428,H01CBA05P,2021-04-11T07:45:30,95392,CS002-2-1618118012311,,,2,22,"2,22"
H01CBA02P_95299,4.546538986,25230.6,H01CBA02P,2021-04-11T07:46:07,95299,CS002-1-1618118000086,,,3,19,"3,19"
H01CBA06P_95129,3.949116405,25410,H01CBA06P,2021-04-11T07:46:47,95129,CS002-3-1618117995424,,,1,29,"1,29"
H01CBA05P_95393,4.490466009,25545,H01CBA05P,2021-04-11T07:47:25,95393,CS002-2-1618118012311,,,2,23,"2,23"
H01CBA02P_95301,4.51133037,25427.1,H01CBA02P,2021-04-11T07:48:28,95301,CS002-1-1618118000086,,,3,21,"3,21"
H01CBA06P_95130,3.94313249,25448.5,H01CBA06P,2021-04-11T07:49:07,95130,CS002-3-1618117995424,,,2,0,"2,0"
H01CBA05P_95394,4.539075318,25272,H01CBA05P,2021-04-11T07:49:44,95394,CS002-2-1618118012311,,,2,24,"2,24"
H01CBA02P_95303,4.51133037,25427.1,H01CBA02P,2021-04-11T07:50:47,95303,CS002-1-1618118000086,,,3,23,"3,23"
H01CBA05P_95395,4.469951026,25662,H01CBA05P,2021-04-11T07:51:24,95395,CS002-2-1618118012311,,,2,25,"2,25"
H01CBA06P_95130,3.949116405,25410,H01CBA06P,2021-04-11T07:51:42,95130,CS002-3-1618117995424,,,2,0,"2,0"
H01CBA05P_95396,6.946831013,24804,H01CBA05P,2021-04-11T07:52:20,95396,CS002-2-1618118012311,,,2,26,"2,26"
H01CBA06P_95131,3.901747907,25718,H01CBA06P,2021-04-11T07:52:58,95131,CS002-3-1618117995424,,,2,1,"2,1"
H01CBA05P_95397,4.463154333,25701,H01CBA05P,2021-04-11T07:53:45,95397,CS002-2-1618118012311,,,2,27,"2,27"
H01CBA06P_95131,3.901747907,25718,H01CBA06P,2021-04-11T07:54:03,95131,CS002-3-1618117995424,,,2,1,"2,1"
H01CBA05P_95398,4.518114354,25389,H01CBA05P,2021-04-11T07:55:44,95398,CS002-2-1618118012311,,,2,28,"2,28"
H01CBA06P_95131,3.895906686,25756.5,H01CBA06P,2021-04-11T07:56:01,95131,CS002-3-1618117995424,,,2,1,"2,1"
H01CBA05P_95399,4.532066731,25311,H01CBA05P,2021-04-11T07:56:46,95399,CS002-2-1618118012311,,,2,29,"2,29"
H01CBA06P_95132,3.967177707,25294.5,H01CBA06P,2021-04-11T07:57:24,95132,CS002-3-1618117995424,,,2,2,"2,2"
H01CBA05P_95400,4.567328016,25116,H01CBA05P,2021-04-11T07:58:02,95400,CS002-2-1618118012311,,,3,0,"3,0"
H01CBA06P_95133,3.931218942,25525.5,H01CBA06P,2021-04-11T07:58:40,95133,CS002-3-1618117995424,,,2,3,"2,3"
H01CBA05P_95401,4.532066731,25311,H01CBA05P,2021-04-11T07:59:18,95401,CS002-2-1618118012311,,,3,1,"3,1"
H01CBA05P_95402,4.553157793,25194,H01CBA05P,2021-04-11T08:00:03,95402,CS002-2-1618118012311,,,3,2,"3,2"
H01CBA02P_95305,4.539453319,25269.9,H01CBA02P,2021-04-11T08:01:05,95305,CS002-1-1618118000086,,,3,25,"3,25"
H01CBA02P_95307,4.497399297,25505.7,H01CBA02P,2021-04-11T08:02:17,95307,CS002-1-1618118000086,,,3,27,"3,27"
H01CBA02P_95309,4.539453319,25269.9,H01CBA02P,2021-04-11T08:03:28,95309,CS002-1-1618118000086,,,3,29,"3,29"
H01CBA05P_95403,4.50424771,25467,H01CBA05P,2021-04-11T08:07:45,95403,CS002-2-1618118012311,,,3,3,"3,3"
H01CBA05P_95404,4.574446289,25077,H01CBA05P,2021-04-11T08:08:32,95404,CS002-2-1618118012311,,,3,4,"3,4"
H01CBA05P_95405,4.469951026,25662,H01CBA05P,2021-04-11T08:09:18,95405,CS002-2-1618118012311,,,3,5,"3,5"
H01CBA05P_95406,4.50424771,25467,H01CBA05P,2021-04-11T08:10:04,95406,CS002-2-1618118012311,,,3,6,"3,6"
H01CBA05P_95406,4.518114354,25389,H01CBA05P,2021-04-11T08:13:41,95406,CS002-2-1618118012311,,,3,6,"3,6"
H01CBA06P_95682,4.548905798,25217.5,H01CBA06P,2021-04-11T10:13:42,95682,CS002-3-1618135392152,,,0,12,"0,12"
H01CBA02P_95552,4.532389727,25309.2,H01CBA02P,2021-04-11T10:14:23,95552,CS002-1-1618135383829,,,0,2,"0,2"
H01CBA06P_95683,4.514372626,25410,H01CBA06P,2021-04-11T10:15:03,95683,CS002-3-1618135392152,,,0,13,"0,13"
H01CBA02P_95553,4.567929472,25112.7,H01CBA02P,2021-04-11T10:15:43,95553,CS002-1-1618135383829,,,0,3,"0,3"
H01CBA06P_95684,4.555875996,25179,H01CBA06P,2021-04-11T10:16:21,95684,CS002-3-1618135392152,,,0,14,"0,14"
H01CBA06P_95685,4.555875996,25179,H01CBA06P,2021-04-11T10:17:09,95685,CS002-3-1618135392152,,,0,15,"0,15"
H01CBA06P_95686,4.50752888,25448.5,H01CBA06P,2021-04-11T10:17:56,95686,CS002-3-1618135392152,,,0,16,"0,16"
H01CBA06P_95687,4.528122719,25333,H01CBA06P,2021-04-11T10:18:44,95687,CS002-3-1618135392152,,,0,17,"0,17"
H01CBA06P_95688,4.548905798,25217.5,H01CBA06P,2021-04-11T10:19:31,95688,CS002-3-1618135392152,,,0,18,"0,18"
H01CBA06P_95689,4.500705874,25487,H01CBA06P,2021-04-11T10:20:19,95689,CS002-3-1618135392152,,,0,19,"0,19"
H01CBA06P_95690,4.535029256,25294.5,H01CBA06P,2021-04-11T10:21:07,95690,CS002-3-1618135392152,,,0,20,"0,20"
H01CBA06P_95691,4.514372626,25410,H01CBA06P,2021-04-11T10:21:55,95691,CS002-3-1618135392152,,,0,21,"0,21"
H01CBA06P_95692,4.541956917,25256,H01CBA06P,2021-04-11T10:22:42,95692,CS002-3-1618135392152,,,0,22,"0,22"
H01CBA06P_95693,4.535029256,25294.5,H01CBA06P,2021-04-11T10:23:30,95693,CS002-3-1618135392152,,,0,23,"0,23"
H01CBA06P_95694,4.555875996,25179,H01CBA06P,2021-04-11T10:24:18,95694,CS002-3-1618135392152,,,0,24,"0,24"
H01CBA06P_95695,4.528122719,25333,H01CBA06P,2021-04-11T10:25:05,95695,CS002-3-1618135392152,,,0,25,"0,25"
H01CBA02P_95554,4.483554087,25584.3,H01CBA02P,2021-04-11T10:25:45,95554,CS002-1-1618135383829,,,0,4,"0,4"
H01CBA06P_95696,4.521237207,25371.5,H01CBA06P,2021-04-11T10:26:25,95696,CS002-3-1618135392152,,,0,26,"0,26"
H01CBA06P_95697,4.535029256,25294.5,H01CBA06P,2021-04-11T10:27:13,95697,CS002-3-1618135392152,,,0,27,"0,27"
H01CBA06P_95698,4.562867611,25140.5,H01CBA06P,2021-04-11T10:28:00,95698,CS002-3-1618135392152,,,0,28,"0,28"
H01CBA06P_95699,4.521237207,25371.5,H01CBA06P,2021-04-11T10:28:48,95699,CS002-3-1618135392152,,,0,29,"0,29"
H01CBA02P_95555,4.518328355,25387.8,H01CBA02P,2021-04-11T10:29:28,95555,CS002-1-1618135383829,,,0,5,"0,5"
H01CBA06P_95700,4.45351771,25756.5,H01CBA06P,2021-04-11T10:30:07,95700,CS002-3-1618135392152,,,1,0,"1,0"
H01CBA06P_95701,4.50752888,25448.5,H01CBA06P,2021-04-11T10:30:54,95701,CS002-3-1618135392152,,,1,1,"1,1"
H01CBA06P_95702,4.50752888,25448.5,H01CBA06P,2021-04-11T10:31:41,95702,CS002-3-1618135392152,,,1,2,"1,2"
H01CBA06P_95703,4.535029256,25294.5,H01CBA06P,2021-04-11T10:32:28,95703,CS002-3-1618135392152,,,1,3,"1,3"
H01CBA06P_95704,4.500705874,25487,H01CBA06P,2021-04-11T10:33:15,95704,CS002-3-1618135392152,,,1,4,"1,4"
H01CBA02P_95556,4.518328355,25387.8,H01CBA02P,2021-04-11T10:33:55,95556,CS002-1-1618135383829,,,0,6,"0,6"
H01CBA06P_95705,4.514372626,25410,H01CBA06P,2021-04-11T10:34:34,95705,CS002-3-1618135392152,,,1,5,"1,5"
H01CBA06P_95706,4.500705874,25487,H01CBA06P,2021-04-11T10:35:47,95706,CS002-3-1618135392152,,,1,6,"1,6"
H01CBA06P_95707,4.548905798,25217.5,H01CBA06P,2021-04-11T10:36:34,95707,CS002-3-1618135392152,,,1,7,"1,7"
H01CBA06P_95708,4.555875996,25179,H01CBA06P,2021-04-11T10:37:21,95708,CS002-3-1618135392152,,,1,8,"1,8"
H01CBA06P_95709,4.548905798,25217.5,H01CBA06P,2021-04-11T10:38:09,95709,CS002-3-1618135392152,,,1,9,"1,9"
H01CBA06P_95710,4.535029256,25294.5,H01CBA06P,2021-04-11T10:38:56,95710,CS002-3-1618135392152,,,1,10,"1,10"
H01CBA06P_95711,4.548905798,25217.5,H01CBA06P,2021-04-11T10:39:43,95711,CS002-3-1618135392152,,,1,11,"1,11"
H01CBA02P_95557,4.518328355,25387.8,H01CBA02P,2021-04-11T10:40:23,95557,CS002-1-1618135383829,,,0,7,"0,7"
H01CBA06P_95712,4.493903514,25525.5,H01CBA06P,2021-04-11T10:41:01,95712,CS002-3-1618135392152,,,1,12,"1,12"
H01CBA06P_95713,4.541956917,25256,H01CBA06P,2021-04-11T10:41:49,95713,CS002-3-1618135392152,,,1,13,"1,13"
H01CBA06P_95714,4.466898667,25679.5,H01CBA06P,2021-04-11T10:42:36,95714,CS002-3-1618135392152,,,1,14,"1,14"
H01CBA06P_95715,4.528122719,25333,H01CBA06P,2021-04-11T10:43:24,95715,CS002-3-1618135392152,,,1,15,"1,15"
H01CBA06P_95716,4.528122719,25333,H01CBA06P,2021-04-11T10:44:11,95716,CS002-3-1618135392152,,,1,16,"1,16"
H01CBA06P_95717,4.535029256,25294.5,H01CBA06P,2021-04-11T10:44:58,95717,CS002-3-1618135392152,,,1,17,"1,17"
H01CBA06P_95718,4.50752888,25448.5,H01CBA06P,2021-04-11T10:45:46,95718,CS002-3-1618135392152,,,1,18,"1,18"
H01CBA02P_95558,4.490466009,25545,H01CBA02P,2021-04-11T10:46:26,95558,CS002-1-1618135383829,,,0,8,"0,8"
H01CBA06P_95719,4.541956917,25256,H01CBA06P,2021-04-11T10:47:05,95719,CS002-3-1618135392152,,,1,19,"1,19"
H01CBA06P_95720,4.50752888,25448.5,H01CBA06P,2021-04-11T10:47:53,95720,CS002-3-1618135392152,,,1,20,"1,20"
H01CBA06P_95721,4.535029256,25294.5,H01CBA06P,2021-04-11T10:48:41,95721,CS002-3-1618135392152,,,1,21,"1,21"
H01CBA06P_95722,4.493903514,25525.5,H01CBA06P,2021-04-11T10:49:28,95722,CS002-3-1618135392152,,,1,22,"1,22"
H01CBA06P_95723,4.521237207,25371.5,H01CBA06P,2021-04-11T10:50:16,95723,CS002-3-1618135392152,,,1,23,"1,23"
H01CBA05P_95790,4.539075318,25272,H01CBA05P,2021-04-11T10:50:34,95790,CS002-2-1618137988605,,,0,0,"0,0"
H01CBA06P_95724,4.528122719,25333,H01CBA06P,2021-04-11T10:51:13,95724,CS002-3-1618135392152,,,1,24,"1,24"
H01CBA06P_95725,4.500705874,25487,H01CBA06P,2021-04-11T10:52:00,95725,CS002-3-1618135392152,,,1,25,"1,25"
H01CBA06P_95726,4.535029256,25294.5,H01CBA06P,2021-04-11T10:52:48,95726,CS002-3-1618135392152,,,1,26,"1,26"
H01CBA06P_95727,4.535029256,25294.5,H01CBA06P,2021-04-11T10:53:35,95727,CS002-3-1618135392152,,,1,27,"1,27"
H01CBA06P_95728,4.514372626,25410,H01CBA06P,2021-04-11T10:54:23,95728,CS002-3-1618135392152,,,1,28,"1,28"
H01CBA02P_95559,4.469793946,25662.9,H01CBA02P,2021-04-11T10:55:03,95559,CS002-1-1618135383829,,,0,9,"0,9"
H01CBA06P_95729,4.514372626,25410,H01CBA06P,2021-04-11T10:55:43,95729,CS002-3-1618135392152,,,1,29,"1,29"
H01CBA06P_95730,4.521237207,25371.5,H01CBA06P,2021-04-11T10:56:30,95730,CS002-3-1618135392152,,,2,0,"2,0"
H01CBA06P_95731,4.562867611,25140.5,H01CBA06P,2021-04-11T10:57:16,95731,CS002-3-1618135392152,,,2,1,"2,1"
H01CBA06P_95732,4.56988074,25102,H01CBA06P,2021-04-11T10:58:03,95732,CS002-3-1618135392152,,,2,2,"2,2"
H01CBA06P_95733,4.521237207,25371.5,H01CBA06P,2021-04-11T10:58:50,95733,CS002-3-1618135392152,,,2,3,"2,3"
H01CBA06P_95734,4.50752888,25448.5,H01CBA06P,2021-04-11T10:59:37,95734,CS002-3-1618135392152,,,2,4,"2,4"
H01CBA05P_95791,4.518114354,25389,H01CBA05P,2021-04-11T11:00:21,95791,CS002-2-1618137988605,,,0,1,"0,1"
H01CBA06P_95735,4.521237207,25371.5,H01CBA06P,2021-04-11T11:00:59,95735,CS002-3-1618135392152,,,2,5,"2,5"
H01CBA02P_95560,4.490466009,25545,H01CBA02P,2021-04-11T11:01:39,95560,CS002-1-1618135383829,,,0,10,"0,10"
H01CBA06P_95736,4.480360357,25602.5,H01CBA06P,2021-04-11T11:02:17,95736,CS002-3-1618135392152,,,2,6,"2,6"
H01CBA06P_95737,4.500705874,25487,H01CBA06P,2021-04-11T11:03:04,95737,CS002-3-1618135392152,,,2,7,"2,7"
H01CBA06P_95738,4.541956917,25256,H01CBA06P,2021-04-11T11:03:51,95738,CS002-3-1618135392152,,,2,8,"2,8"
H01CBA06P_95739,4.460198142,25718,H01CBA06P,2021-04-11T11:04:39,95739,CS002-3-1618135392152,,,2,9,"2,9"
H01CBA06P_95740,4.500705874,25487,H01CBA06P,2021-04-11T11:05:26,95740,CS002-3-1618135392152,,,2,10,"2,10"
H01CBA06P_95741,4.541956917,25256,H01CBA06P,2021-04-11T11:06:13,95741,CS002-3-1618135392152,,,2,11,"2,11"
H01CBA02P_95561,4.51133037,25427.1,H01CBA02P,2021-04-11T11:06:53,95561,CS002-1-1618135383829,,,0,11,"0,11"
H01CBA06P_95742,4.535029256,25294.5,H01CBA06P,2021-04-11T11:07:32,95742,CS002-3-1618135392152,,,2,12,"2,12"
H01CBA06P_95743,4.583971944,25025,H01CBA06P,2021-04-11T11:08:20,95743,CS002-3-1618135392152,,,2,13,"2,13"
H01CBA05P_95792,4.483606769,25584,H01CBA05P,2021-04-11T11:08:58,95792,CS002-2-1618137988605,,,0,2,"0,2"
H01CBA06P_95744,4.500705874,25487,H01CBA06P,2021-04-11T11:09:36,95744,CS002-3-1618135392152,,,2,14,"2,14"
H01CBA06P_95745,4.548905798,25217.5,H01CBA06P,2021-04-11T11:10:24,95745,CS002-3-1618135392152,,,2,15,"2,15"
H01CBA06P_95746,4.500705874,25487,H01CBA06P,2021-04-11T11:11:12,95746,CS002-3-1618135392152,,,2,16,"2,16"
H01CBA06P_95747,4.521237207,25371.5,H01CBA06P,2021-04-11T11:11:59,95747,CS002-3-1618135392152,,,2,17,"2,17"
H01CBA06P_95748,4.500705874,25487,H01CBA06P,2021-04-11T11:12:46,95748,CS002-3-1618135392152,,,2,18,"2,18"
H01CBA02P_95562,4.55364683,25191.3,H01CBA02P,2021-04-11T11:13:26,95562,CS002-1-1618135383829,,,0,12,"0,12"
H01CBA06P_95749,4.493903514,25525.5,H01CBA06P,2021-04-11T11:14:05,95749,CS002-3-1618135392152,,,2,19,"2,19"
H01CBA06P_95750,4.535029256,25294.5,H01CBA06P,2021-04-11T11:14:53,95750,CS002-3-1618135392152,,,2,20,"2,20"
H01CBA06P_95751,4.487121706,25564,H01CBA06P,2021-04-11T11:15:40,95751,CS002-3-1618135392152,,,2,21,"2,21"
H01CBA06P_95752,4.541956917,25256,H01CBA06P,2021-04-11T11:16:28,95752,CS002-3-1618135392152,,,2,22,"2,22"
H01CBA06P_95753,4.521237207,25371.5,H01CBA06P,2021-04-11T11:17:16,95753,CS002-3-1618135392152,,,2,23,"2,23"
H01CBA06P_95754,4.562867611,25140.5,H01CBA06P,2021-04-11T11:18:04,95754,CS002-3-1618135392152,,,2,24,"2,24"
H01CBA06P_95755,4.514372626,25410,H01CBA06P,2021-04-11T11:18:51,95755,CS002-3-1618135392152,,,2,25,"2,25"
H01CBA06P_95756,4.493903514,25525.5,H01CBA06P,2021-04-11T11:19:39,95756,CS002-3-1618135392152,,,2,26,"2,26"
H01CBA05P_95793,4.518114354,25389,H01CBA05P,2021-04-11T11:20:23,95793,CS002-2-1618137988605,,,0,3,"0,3"
H01CBA06P_95757,4.44685728,25795,H01CBA06P,2021-04-11T11:21:02,95757,CS002-3-1618135392152,,,2,27,"2,27"
H01CBA02P_95563,4.567929472,25112.7,H01CBA02P,2021-04-11T11:21:42,95563,CS002-1-1618135383829,,,0,13,"0,13"
H01CBA06P_95758,6.928025073,24871,H01CBA06P,2021-04-11T11:22:21,95758,CS002-3-1618135392152,,,2,28,"2,28"
H01CBA06P_95759,4.562867611,25140.5,H01CBA06P,2021-04-11T11:23:09,95759,CS002-3-1618135392152,,,2,29,"2,29"
H01CBA06P_95760,4.521237207,25371.5,H01CBA06P,2021-04-11T11:23:56,95760,CS002-3-1618135392152,,,3,0,"3,0"
H01CBA06P_95761,4.514372626,25410,H01CBA06P,2021-04-11T11:24:43,95761,CS002-3-1618135392152,,,3,1,"3,1"
H01CBA06P_95762,4.500705874,25487,H01CBA06P,2021-04-11T11:25:31,95762,CS002-3-1618135392152,,,3,2,"3,2"
H01CBA06P_95763,4.528122719,25333,H01CBA06P,2021-04-11T11:26:18,95763,CS002-3-1618135392152,,,3,3,"3,3"
H01CBA06P_95764,4.521237207,25371.5,H01CBA06P,2021-04-11T11:27:05,95764,CS002-3-1618135392152,,,3,4,"3,4"
H01CBA06P_95765,4.555875996,25179,H01CBA06P,2021-04-11T11:27:53,95765,CS002-3-1618135392152,,,3,5,"3,5"
H01CBA06P_95766,4.521237207,25371.5,H01CBA06P,2021-04-11T11:28:40,95766,CS002-3-1618135392152,,,3,6,"3,6"
H01CBA02P_95564,4.490466009,25545,H01CBA02P,2021-04-11T11:29:20,95564,CS002-1-1618135383829,,,0,14,"0,14"
H01CBA06P_95767,4.521237207,25371.5,H01CBA06P,2021-04-11T11:29:59,95767,CS002-3-1618135392152,,,3,7,"3,7"
H01CBA06P_95768,4.528122719,25333,H01CBA06P,2021-04-11T11:30:46,95768,CS002-3-1618135392152,,,3,8,"3,8"
H01CBA06P_95769,4.521237207,25371.5,H01CBA06P,2021-04-11T11:31:33,95769,CS002-3-1618135392152,,,3,9,"3,9"
H01CBA06P_95770,4.521237207,25371.5,H01CBA06P,2021-04-11T11:32:20,95770,CS002-3-1618135392152,,,3,10,"3,10"
H01CBA06P_95771,4.555875996,25179,H01CBA06P,2021-04-11T11:33:07,95771,CS002-3-1618135392152,,,3,11,"3,11"
H01CBA06P_95772,4.466898667,25679.5,H01CBA06P,2021-04-11T11:33:55,95772,CS002-3-1618135392152,,,3,12,"3,12"
H01CBA02P_95565,4.539453319,25269.9,H01CBA02P,2021-04-11T11:34:35,95565,CS002-1-1618135383829,,,0,15,"0,15"
H01CBA06P_95773,4.521237207,25371.5,H01CBA06P,2021-04-11T11:35:13,95773,CS002-3-1618135392152,,,3,13,"3,13"
H01CBA05P_95794,4.49734629,25506,H01CBA05P,2021-04-11T11:35:52,95794,CS002-2-1618137988605,,,0,4,"0,4"
H01CBA06P_95774,4.44685728,25795,H01CBA06P,2021-04-11T11:36:30,95774,CS002-3-1618135392152,,,3,14,"3,14"
H01CBA06P_95775,4.535029256,25294.5,H01CBA06P,2021-04-11T11:37:18,95775,CS002-3-1618135392152,,,3,15,"3,15"
H01CBA02P_95566,4.51133037,25427.1,H01CBA02P,2021-04-11T11:37:58,95566,CS002-1-1618135383829,,,0,16,"0,16"
H01CBA06P_95776,4.562867611,25140.5,H01CBA06P,2021-04-11T11:38:37,95776,CS002-3-1618135392152,,,3,16,"3,16"
H01CBA06P_95777,4.548905798,25217.5,H01CBA06P,2021-04-11T11:39:24,95777,CS002-3-1618135392152,,,3,17,"3,17"
H01CBA06P_95778,4.440216762,25833.5,H01CBA06P,2021-04-11T11:40:12,95778,CS002-3-1618135392152,,,3,18,"3,18"
H01CBA06P_95779,4.535029256,25294.5,H01CBA06P,2021-04-11T11:40:59,95779,CS002-3-1618135392152,,,3,19,"3,19"
H01CBA06P_95780,4.487121706,25564,H01CBA06P,2021-04-11T11:41:47,95780,CS002-3-1618135392152,,,3,20,"3,20"
H01CBA06P_95781,4.535029256,25294.5,H01CBA06P,2021-04-11T11:42:34,95781,CS002-3-1618135392152,,,3,21,"3,21"
H01CBA06P_95782,4.440216762,25833.5,H01CBA06P,2021-04-11T11:43:22,95782,CS002-3-1618135392152,,,3,22,"3,22"
H01CBA02P_95567,4.483554087,25584.3,H01CBA02P,2021-04-11T11:44:03,95567,CS002-1-1618135383829,,,0,17,"0,17"
H01CBA06P_95783,4.521237207,25371.5,H01CBA06P,2021-04-11T11:44:42,95783,CS002-3-1618135392152,,,3,23,"3,23"
H01CBA05P_95795,4.518114354,25389,H01CBA05P,2021-04-11T11:45:27,95795,CS002-2-1618137988605,,,0,5,"0,5"
H01CBA06P_95784,4.555875996,25179,H01CBA06P,2021-04-11T11:46:06,95784,CS002-3-1618135392152,,,3,24,"3,24"
H01CBA06P_95785,4.50752888,25448.5,H01CBA06P,2021-04-11T11:46:53,95785,CS002-3-1618135392152,,,3,25,"3,25"
H01CBA06P_95786,4.528122719,25333,H01CBA06P,2021-04-11T11:47:41,95786,CS002-3-1618135392152,,,3,26,"3,26"
H01CBA02P_95568,4.567929472,25112.7,H01CBA02P,2021-04-11T11:48:21,95568,CS002-1-1618135383829,,,0,18,"0,18"
H01CBA06P_95787,4.514372626,25410,H01CBA06P,2021-04-11T11:49:00,95787,CS002-3-1618135392152,,,3,27,"3,27"
H01CBA06P_95788,4.535029256,25294.5,H01CBA06P,2021-04-11T11:49:47,95788,CS002-3-1618135392152,,,3,28,"3,28"
H01CBA06P_95789,4.473619374,25641,H01CBA06P,2021-04-11T11:50:35,95789,CS002-3-1618135392152,,,3,29,"3,29"
H01CBA02P_95569,4.497399297,25505.7,H01CBA02P,2021-04-11T11:53:13,95569,CS002-1-1618135383829,,,0,19,"0,19"
H01CBA02P_95570,4.504354051,25466.4,H01CBA02P,2021-04-11T11:57:41,95570,CS002-1-1618135383829,,,0,20,"0,20"
H01CBA02P_95571,4.490466009,25545,H01CBA02P,2021-04-11T12:02:27,95571,CS002-1-1618135383829,,,0,21,"0,21"
H01CBA05P_95413,4.490466009,25545,H01CBA05P,2021-04-11T09:01:08,95413,CS002-2-1618118012311,,,3,13,"3,13"
H01CBA05P_95413,4.490466009,25545,H01CBA05P,2021-04-11T09:02:29,95413,CS002-2-1618118012311,,,3,13,"3,13"
H01CBA05P_95414,4.525079776,25350,H01CBA05P,2021-04-11T09:03:16,95414,CS002-2-1618118012311,,,3,14,"3,14"
H01CBA05P_95416,4.49734629,25506,H01CBA05P,2021-04-11T09:04:26,95416,CS002-2-1618118012311,,,3,16,"3,16"
H01CBA05P_95417,4.574446289,25077,H01CBA05P,2021-04-11T09:05:12,95417,CS002-2-1618118012311,,,3,17,"3,17"
H01CBA05P_95418,4.511170365,25428,H01CBA05P,2021-04-11T09:05:59,95418,CS002-2-1618118012311,,,3,18,"3,18"
H01CBA05P_95419,4.518114354,25389,H01CBA05P,2021-04-11T09:06:46,95419,CS002-2-1618118012311,,,3,19,"3,19"
H01CBA05P_95420,4.532066731,25311,H01CBA05P,2021-04-11T09:07:32,95420,CS002-2-1618118012311,,,3,20,"3,20"
H01CBA05P_95421,4.525079776,25350,H01CBA05P,2021-04-11T09:08:18,95421,CS002-2-1618118012311,,,3,21,"3,21"
H01CBA05P_95422,4.429478871,25896,H01CBA05P,2021-04-11T09:09:04,95422,CS002-2-1618118012311,,,3,22,"3,22"
