slide_name,permissible_angle,slide_width_um,scanner_name,time_stamp,slide_id,load_identifier,x_offset_um,y_offset_um,row_index,col_index,row_col
H01CBA05P_95423,4.567328016,25116,H01CBA05P,2021-04-11T09:09:51,95423,CS002-2-1618118012311,,,3,23,"3,23"
H01CBA05P_95424,4.518114354,25389,H01CBA05P,2021-04-11T09:10:38,95424,CS002-2-1618118012311,,,3,24,"3,24"
H01CBA05P_95425,4.546105638,25233,H01CBA05P,2021-04-11T09:11:25,95425,CS002-2-1618118012311,,,3,25,"3,25"
H01CBA05P_95426,4.490466009,25545,H01CBA05P,2021-04-11T09:12:11,95426,CS002-2-1618118012311,,,3,26,"3,26"
H01CBA05P_95427,12.95200884,22308,H01CBA05P,2021-04-11T09:12:58,95427,CS002-2-1618118012311,,,3,27,"3,27"
H01CBA05P_95428,4.50424771,25467,H01CBA05P,2021-04-11T09:13:45,95428,CS002-2-1618118012311,,,3,28,"3,28"
H01CBA05P_95429,4.50424771,25467,H01CBA05P,2021-04-11T09:14:31,95429,CS002-2-1618118012311,,,3,29,"3,29"
H01CBA05P_95430,4.532066731,25311,H01CBA05P,2021-04-11T09:59:10,95430,CS002-2-1618135138605,,,0,0,"0,0"
H01CBA02P_95550,4.525348107,25348.5,H01CBA02P,2021-04-11T10:03:16,95550,CS002-1-1618135383829,,,0,0,"0,0"
H01CBA06P_95670,4.50752888,25448.5,H01CBA06P,2021-04-11T10:03:35,95670,CS002-3-1618135392152,,,0,0,"0,0"
H01CBA06P_95671,4.56988074,25102,H01CBA06P,2021-04-11T10:04:22,95671,CS002-3-1618135392152,,,0,1,"0,1"
H01CBA06P_95672,4.50752888,25448.5,H01CBA06P,2021-04-11T10:05:09,95672,CS002-3-1618135392152,,,0,2,"0,2"
H01CBA06P_95673,4.521237207,25371.5,H01CBA06P,2021-04-11T10:05:56,95673,CS002-3-1618135392152,,,0,3,"0,3"
H01CBA06P_95674,4.521237207,25371.5,H01CBA06P,2021-04-11T10:06:43,95674,CS002-3-1618135392152,,,0,4,"0,4"
H01CBA06P_95675,4.514372626,25410,H01CBA06P,2021-04-11T10:07:30,95675,CS002-3-1618135392152,,,0,5,"0,5"
H01CBA06P_95676,4.45351771,25756.5,H01CBA06P,2021-04-11T10:08:18,95676,CS002-3-1618135392152,,,0,6,"0,6"
H01CBA02P_95551,4.539453319,25269.9,H01CBA02P,2021-04-11T10:08:57,95551,CS002-1-1618135383829,,,0,1,"0,1"
H01CBA06P_95677,4.548905798,25217.5,H01CBA06P,2021-04-11T10:09:36,95677,CS002-3-1618135392152,,,0,7,"0,7"
H01CBA05P_95430,4.539075318,25272,H01CBA05P,2021-04-11T10:09:54,95430,CS002-2-1618135138605,,,0,0,"0,0"
H01CBA06P_95678,4.528122719,25333,H01CBA06P,2021-04-11T10:10:33,95678,CS002-3-1618135392152,,,0,8,"0,8"
H01CBA06P_95679,4.555875996,25179,H01CBA06P,2021-04-11T10:11:20,95679,CS002-3-1618135392152,,,0,9,"0,9"
H01CBA06P_95680,4.50752888,25448.5,H01CBA06P,2021-04-11T10:12:07,95680,CS002-3-1618135392152,,,0,10,"0,10"
H01CBA02P_94697,4.518328355,25387.8,H01CBA02P,2021-04-11T04:16:35,94697,CS002-1-1618066877744,,,0,1,"0,1"
H01CBA02P_94698,4.55364683,25191.3,H01CBA02P,2021-04-11T04:17:22,94698,CS002-1-1618066877744,,,0,2,"0,2"
H01CBA02P_94699,4.55364683,25191.3,H01CBA02P,2021-04-11T04:18:08,94699,CS002-1-1618066877744,,,0,3,"0,3"
H01CBA05P_94817,4.511170365,25428,H01CBA05P,2021-04-11T04:18:50,94817,CS002-2-1618066880183,,,0,1,"0,1"
H01CBA02P_94700,4.539453319,25269.9,H01CBA02P,2021-04-11T04:19:28,94700,CS002-1-1618066877744,,,0,4,"0,4"
H01CBA05P_94818,4.483606769,25584,H01CBA05P,2021-04-11T04:20:05,94818,CS002-2-1618066880183,,,0,2,"0,2"
H01CBA05P_94819,4.436173207,25857,H01CBA05P,2021-04-11T04:20:50,94819,CS002-2-1618066880183,,,0,3,"0,3"
H01CBA05P_94820,4.511170365,25428,H01CBA05P,2021-04-11T04:21:35,94820,CS002-2-1618066880183,,,0,4,"0,4"
H01CBA05P_94821,4.553157793,25194,H01CBA05P,2021-04-11T04:22:21,94821,CS002-2-1618066880183,,,0,5,"0,5"
H01CBA02P_94701,4.532389727,25309.2,H01CBA02P,2021-04-11T04:22:59,94701,CS002-1-1618066877744,,,0,5,"0,5"
H01CBA05P_94822,4.567328016,25116,H01CBA05P,2021-04-11T04:23:36,94822,CS002-2-1618066880183,,,0,6,"0,6"
H01CBA05P_95406,4.518114354,25389,H01CBA05P,2021-04-11T08:27:36,95406,CS002-2-1618118012311,,,3,6,"3,6"
H01CBA05P_95407,4.546105638,25233,H01CBA05P,2021-04-11T08:28:22,95407,CS002-2-1618118012311,,,3,7,"3,7"
H01CBA05P_95412,4.483606769,25584,H01CBA05P,2021-04-11T08:30:42,95412,CS002-2-1618118012311,,,3,12,"3,12"
H01CBA05P_95413,4.490466009,25545,H01CBA05P,2021-04-11T08:31:29,95413,CS002-2-1618118012311,,,3,13,"3,13"
H01CBA05P_95413,4.490466009,25545,H01CBA05P,2021-04-11T08:32:35,95413,CS002-2-1618118012311,,,3,13,"3,13"
H01CBA06P_95681,4.541956917,25256,H01CBA06P,2021-04-11T10:12:55,95681,CS002-3-1618135392152,,,0,11,"0,11"
H01CBA02P_95572,4.490466009,25545,H01CBA02P,2021-04-11T12:09:17,95572,CS002-1-1618135383829,,,0,22,"0,22"
H01CBA05P_95406,4.518114354,25389,H01CBA05P,2021-04-11T08:19:28,95406,CS002-2-1618118012311,,,3,6,"3,6"
H01CBA02P_95583,4.490466009,25545,H01CBA02P,2021-04-11T13:16:02,95583,CS002-1-1618135383829,,,1,3,"1,3"
H01CBA05P_95795,4.518114354,25389,H01CBA05P,2021-04-11T13:21:02,95795,CS002-2-1618137988605,,,0,5,"0,5"
H01CBA05P_95795,4.518114354,25389,H01CBA05P,2021-04-11T13:23:41,95795,CS002-2-1618137988605,,,0,5,"0,5"
H01CBA02P_95583,4.490466009,25545,H01CBA02P,2021-04-11T13:25:14,95583,CS002-1-1618135383829,,,1,3,"1,3"
H01CBA02P_95580,4.525348107,25348.5,H01CBA02P,2021-04-11T12:57:12,95580,CS002-1-1618135383829,,,1,0,"1,0"
H01CBA02P_95581,4.55364683,25191.3,H01CBA02P,2021-04-11T13:01:20,95581,CS002-1-1618135383829,,,1,1,"1,1"
H01CBA02P_95578,4.456118092,25741.5,H01CBA02P,2021-04-11T12:48:37,95578,CS002-1-1618135383829,,,0,28,"0,28"
H01CBA02P_95579,4.51133037,25427.1,H01CBA02P,2021-04-11T12:51:02,95579,CS002-1-1618135383829,,,0,29,"0,29"
H01CBA02P_95582,4.504354051,25466.4,H01CBA02P,2021-04-11T13:09:08,95582,CS002-1-1618135383829,,,1,2,"1,2"
H01CBA02P_95575,4.497399297,25505.7,H01CBA02P,2021-04-11T12:29:51,95575,CS002-1-1618135383829,,,0,25,"0,25"
H01CBA02P_95573,4.497399297,25505.7,H01CBA02P,2021-04-11T12:16:21,95573,CS002-1-1618135383829,,,0,23,"0,23"
H01CBA02P_95574,4.567929472,25112.7,H01CBA02P,2021-04-11T12:22:47,95574,CS002-1-1618135383829,,,0,24,"0,24"
H01CBA02P_95576,4.497399297,25505.7,H01CBA02P,2021-04-11T12:36:33,95576,CS002-1-1618135383829,,,0,26,"0,26"
H01CBA02P_95577,4.51133037,25427.1,H01CBA02P,2021-04-11T12:41:45,95577,CS002-1-1618135383829,,,0,27,"0,27"
H01CBA06P_96039,4.555875996,25179,H01CBA06P,2021-04-11T15:06:24,96039,CS002-3-1618150284962,,,0,9,"0,9"
H01CBA05P_95812,4.50424771,25467,H01CBA05P,2021-04-11T15:07:28,95812,CS002-2-1618137988605,,,0,22,"0,22"
H01CBA06P_96040,4.548905798,25217.5,H01CBA06P,2021-04-11T15:11:53,96040,CS002-3-1618150284962,,,0,10,"0,10"
H01CBA05P_95813,4.518114354,25389,H01CBA05P,2021-04-11T15:14:31,95813,CS002-2-1618137988605,,,0,23,"0,23"
H01CBA06P_96041,6.971403947,24717,H01CBA06P,2021-04-11T15:16:57,96041,CS002-3-1618150284962,,,0,11,"0,11"
H01CBA05P_95814,4.476768473,25623,H01CBA05P,2021-04-11T15:20:59,95814,CS002-2-1618137988605,,,0,24,"0,24"
H01CBA06P_96042,4.56988074,25102,H01CBA06P,2021-04-11T15:22:16,96042,CS002-3-1618150284962,,,0,12,"0,12"
H01CBA06P_96043,4.521237207,25371.5,H01CBA06P,2021-04-11T15:26:26,96043,CS002-3-1618150284962,,,0,13,"0,13"
H01CBA05P_95815,4.463154333,25701,H01CBA05P,2021-04-11T15:29:00,95815,CS002-2-1618137988605,,,0,25,"0,25"
H01CBA06P_96044,4.528122719,25333,H01CBA06P,2021-04-11T15:32:00,96044,CS002-3-1618150284962,,,0,14,"0,14"
H01CBA05P_95817,4.553157793,25194,H01CBA05P,2021-04-11T15:36:52,95817,CS002-2-1618137988605,,,0,27,"0,27"
H01CBA06P_96045,6.906537944,24948,H01CBA06P,2021-04-11T15:39:08,96045,CS002-3-1618150284962,,,0,15,"0,15"
H01CBA06P_96046,4.555875996,25179,H01CBA06P,2021-04-11T15:41:15,96046,CS002-3-1618150284962,,,0,16,"0,16"
H01CBA05P_95818,4.560231885,25155,H01CBA05P,2021-04-11T15:45:07,95818,CS002-2-1618137988605,,,0,28,"0,28"
H01CBA06P_96047,4.535029256,25294.5,H01CBA06P,2021-04-11T15:46:56,96047,CS002-3-1618150284962,,,0,17,"0,17"
H01CBA06P_96048,4.548905798,25217.5,H01CBA06P,2021-04-11T15:50:36,96048,CS002-3-1618150284962,,,0,18,"0,18"
H01CBA05P_95819,4.511170365,25428,H01CBA05P,2021-04-11T15:51:14,95819,CS002-2-1618137988605,,,0,29,"0,29"
H01CBA05P_95820,4.511170365,25428,H01CBA05P,2021-04-11T15:56:17,95820,CS002-2-1618137988605,,,1,0,"1,0"
H01CBA06P_96049,4.521237207,25371.5,H01CBA06P,2021-04-11T15:57:03,96049,CS002-3-1618150284962,,,0,19,"0,19"
H01CBA05P_95804,6.892379612,24999,H01CBA05P,2021-04-11T14:11:11,95804,CS002-2-1618137988605,,,0,14,"0,14"
H01CBA06P_96030,4.548905798,25217.5,H01CBA06P,2021-04-11T14:15:00,96030,CS002-3-1618150284962,,,0,0,"0,0"
H01CBA06P_96031,4.576915484,25063.5,H01CBA06P,2021-04-11T14:15:46,96031,CS002-3-1618150284962,,,0,1,"0,1"
H01CBA06P_96032,6.949646651,24794,H01CBA06P,2021-04-11T14:19:58,96032,CS002-3-1618150284962,,,0,2,"0,2"
H01CBA05P_95806,4.49734629,25506,H01CBA05P,2021-04-11T14:24:23,95806,CS002-2-1618137988605,,,0,16,"0,16"
H01CBA05P_95807,4.518114354,25389,H01CBA05P,2021-04-11T14:28:33,95807,CS002-2-1618137988605,,,0,17,"0,17"
H01CBA06P_96033,4.521237207,25371.5,H01CBA06P,2021-04-11T14:29:20,96033,CS002-3-1618150284962,,,0,3,"0,3"
H01CBA05P_95821,4.50424771,25467,H01CBA05P,2021-04-11T16:03:06,95821,CS002-2-1618137988605,,,1,1,"1,1"
H01CBA06P_96050,6.917264781,24909.5,H01CBA06P,2021-04-11T16:03:45,96050,CS002-3-1618150284962,,,0,20,"0,20"
H01CBA06P_96051,4.541956917,25256,H01CBA06P,2021-04-11T16:08:06,96051,CS002-3-1618150284962,,,0,21,"0,21"
H01CBA05P_95822,4.490466009,25545,H01CBA05P,2021-04-11T16:11:18,95822,CS002-2-1618137988605,,,1,2,"1,2"
H01CBA06P_96052,4.521237207,25371.5,H01CBA06P,2021-04-11T16:14:35,96052,CS002-3-1618150284962,,,0,22,"0,22"
H01CBA05P_95823,4.476768473,25623,H01CBA05P,2021-04-11T16:15:23,95823,CS002-2-1618137988605,,,1,3,"1,3"
H01CBA05P_95801,4.483606769,25584,H01CBA05P,2021-04-11T13:55:47,95801,CS002-2-1618137988605,,,0,11,"0,11"
H01CBA05P_95802,4.490466009,25545,H01CBA05P,2021-04-11T14:00:24,95802,CS002-2-1618137988605,,,0,12,"0,12"
H01CBA06P_95910,4.548905798,25217.5,H01CBA06P,2021-04-11T14:01:39,95910,CS002-3-1618149687845,,,0,0,"0,0"
H01CBA06P_95911,4.583971944,25025,H01CBA06P,2021-04-11T14:02:26,95911,CS002-3-1618149687845,,,0,1,"0,1"
H01CBA06P_95912,6.949646651,24794,H01CBA06P,2021-04-11T14:03:13,95912,CS002-3-1618149687845,,,0,2,"0,2"
H01CBA05P_95803,4.490466009,25545,H01CBA05P,2021-04-11T14:04:22,95803,CS002-2-1618137988605,,,0,13,"0,13"
H01CBA05P_95808,4.546105638,25233,H01CBA05P,2021-04-11T14:34:36,95808,CS002-2-1618137988605,,,0,18,"0,18"
H01CBA06P_96034,6.971403947,24717,H01CBA06P,2021-04-11T14:37:03,96034,CS002-3-1618150284962,,,0,4,"0,4"
H01CBA06P_96035,4.548905798,25217.5,H01CBA06P,2021-04-11T14:40:10,96035,CS002-3-1618150284962,,,0,5,"0,5"
H01CBA05P_95809,4.560231885,25155,H01CBA05P,2021-04-11T14:41:33,95809,CS002-2-1618137988605,,,0,19,"0,19"
H01CBA06P_96036,4.535029256,25294.5,H01CBA06P,2021-04-11T14:48:24,96036,CS002-3-1618150284962,,,0,6,"0,6"
H01CBA05P_95810,4.525079776,25350,H01CBA05P,2021-04-11T14:49:11,95810,CS002-2-1618137988605,,,0,20,"0,20"
H01CBA06P_96037,4.521237207,25371.5,H01CBA06P,2021-04-11T14:54:02,96037,CS002-3-1618150284962,,,0,7,"0,7"
H01CBA05P_95796,4.546105638,25233,H01CBA05P,2021-04-11T13:31:15,95796,CS002-2-1618137988605,,,0,6,"0,6"
H01CBA05P_95797,4.49734629,25506,H01CBA05P,2021-04-11T13:35:36,95797,CS002-2-1618137988605,,,0,7,"0,7"
H01CBA05P_95798,4.574446289,25077,H01CBA05P,2021-04-11T13:37:59,95798,CS002-2-1618137988605,,,0,8,"0,8"
H01CBA05P_95811,4.518114354,25389,H01CBA05P,2021-04-11T14:59:26,95811,CS002-2-1618137988605,,,0,21,"0,21"
H01CBA06P_96038,4.562867611,25140.5,H01CBA06P,2021-04-11T15:00:15,96038,CS002-3-1618150284962,,,0,8,"0,8"
H01CBA05P_95799,4.518114354,25389,H01CBA05P,2021-04-11T13:45:24,95799,CS002-2-1618137988605,,,0,9,"0,9"
H01CBA05P_95800,4.50424771,25467,H01CBA05P,2021-04-11T13:49:56,95800,CS002-2-1618137988605,,,0,10,"0,10"
H01CBA06P_96090,4.466898667,25679.5,H01CBA06P,2021-04-11T18:55:51,96090,CS002-3-1618150284962,,,2,0,"2,0"
H01CBA06P_96091,4.535029256,25294.5,H01CBA06P,2021-04-11T18:57:52,96091,CS002-3-1618150284962,,,2,1,"2,1"
H01CBA05P_95851,4.490466009,25545,H01CBA05P,2021-04-11T19:00:04,95851,CS002-2-1618137988605,,,2,1,"2,1"
H01CBA05P_95853,4.490466009,25545,H01CBA05P,2021-04-11T19:03:14,95853,CS002-2-1618137988605,,,2,3,"2,3"
H01CBA06P_96092,4.541956917,25256,H01CBA06P,2021-04-11T19:05:19,96092,CS002-3-1618150284962,,,2,2,"2,2"
H01CBA05P_95854,4.483606769,25584,H01CBA05P,2021-04-11T19:08:30,95854,CS002-2-1618137988605,,,2,4,"2,4"
H01CBA06P_96093,4.45351771,25756.5,H01CBA06P,2021-04-11T19:09:13,96093,CS002-3-1618150284962,,,2,3,"2,3"
H01CBA06P_96094,4.541956917,25256,H01CBA06P,2021-04-11T19:12:29,96094,CS002-3-1618150284962,,,2,4,"2,4"
H01CBA05P_95855,4.511170365,25428,H01CBA05P,2021-04-11T19:15:02,95855,CS002-2-1618137988605,,,2,5,"2,5"
H01CBA06P_96095,4.562867611,25140.5,H01CBA06P,2021-04-11T19:15:41,96095,CS002-3-1618150284962,,,2,5,"2,5"
H01CBA06P_96096,4.555875996,25179,H01CBA06P,2021-04-11T19:19:30,96096,CS002-3-1618150284962,,,2,6,"2,6"
H01CBA05P_95856,4.463154333,25701,H01CBA05P,2021-04-11T19:20:08,95856,CS002-2-1618137988605,,,2,6,"2,6"
H01CBA06P_96097,4.480360357,25602.5,H01CBA06P,2021-04-11T19:22:05,96097,CS002-3-1618150284962,,,2,7,"2,7"
H01CBA06P_96098,4.56988074,25102,H01CBA06P,2021-04-11T19:24:08,96098,CS002-3-1618150284962,,,2,8,"2,8"
H01CBA06P_96099,4.514372626,25410,H01CBA06P,2021-04-11T19:25:28,96099,CS002-3-1618150284962,,,2,9,"2,9"
H01CBA05P_95857,4.518114354,25389,H01CBA05P,2021-04-11T19:26:48,95857,CS002-2-1618137988605,,,2,7,"2,7"
H01CBA06P_96100,4.521237207,25371.5,H01CBA06P,2021-04-11T19:27:35,96100,CS002-3-1618150284962,,,2,10,"2,10"
H01CBA06P_96101,4.535029256,25294.5,H01CBA06P,2021-04-11T19:30:44,96101,CS002-3-1618150284962,,,2,11,"2,11"
H01CBA05P_95858,4.539075318,25272,H01CBA05P,2021-04-11T19:31:50,95858,CS002-2-1618137988605,,,2,8,"2,8"
H01CBA06P_96102,4.541956917,25256,H01CBA06P,2021-04-11T19:32:29,96102,CS002-3-1618150284962,,,2,12,"2,12"
H01CBA05P_95859,4.539075318,25272,H01CBA05P,2021-04-11T19:36:16,95859,CS002-2-1618137988605,,,2,9,"2,9"
H01CBA06P_96103,4.548905798,25217.5,H01CBA06P,2021-04-11T19:36:54,96103,CS002-3-1618150284962,,,2,13,"2,13"
H01CBA05P_95860,4.463154333,25701,H01CBA05P,2021-04-11T19:40:53,95860,CS002-2-1618137988605,,,2,10,"2,10"
H01CBA06P_96104,4.44685728,25795,H01CBA06P,2021-04-11T19:41:32,96104,CS002-3-1618150284962,,,2,14,"2,14"
H01CBA06P_96105,6.895844405,24986.5,H01CBA06P,2021-04-11T19:44:44,96105,CS002-3-1618150284962,,,2,15,"2,15"
H01CBA05P_95861,4.525079776,25350,H01CBA05P,2021-04-11T19:46:28,95861,CS002-2-1618137988605,,,2,11,"2,11"
H01CBA06P_96106,4.56988074,25102,H01CBA06P,2021-04-11T19:47:07,96106,CS002-3-1618150284962,,,2,16,"2,16"
H01CBA06P_96107,4.576915484,25063.5,H01CBA06P,2021-04-11T19:48:20,96107,CS002-3-1618150284962,,,2,17,"2,17"
H01CBA06P_96108,4.521237207,25371.5,H01CBA06P,2021-04-11T19:51:33,96108,CS002-3-1618150284962,,,2,18,"2,18"
H01CBA05P_95862,4.511170365,25428,H01CBA05P,2021-04-11T19:52:10,95862,CS002-2-1618137988605,,,2,12,"2,12"
H01CBA05P_95867,4.525079776,25350,H01CBA05P,2021-04-11T20:17:53,95867,CS002-2-1618137988605,,,2,17,"2,17"
H01CBA06P_96113,4.583971944,25025,H01CBA06P,2021-04-11T20:19:05,96113,CS002-3-1618150284962,,,2,23,"2,23"
H01CBA05P_95868,4.50424771,25467,H01CBA05P,2021-04-11T20:23:41,95868,CS002-2-1618137988605,,,2,18,"2,18"
H01CBA06P_96114,4.535029256,25294.5,H01CBA06P,2021-04-11T20:25:23,96114,CS002-3-1618150284962,,,2,24,"2,24"
H01CBA05P_95869,4.490466009,25545,H01CBA05P,2021-04-11T20:26:01,95869,CS002-2-1618137988605,,,2,19,"2,19"
H01CBA05P_95870,4.49734629,25506,H01CBA05P,2021-04-11T20:28:46,95870,CS002-2-1618137988605,,,2,20,"2,20"
H01CBA06P_96115,4.555875996,25179,H01CBA06P,2021-04-11T20:29:25,96115,CS002-3-1618150284962,,,2,25,"2,25"
H01CBA05P_95871,4.49734629,25506,H01CBA05P,2021-04-11T20:32:23,95871,CS002-2-1618137988605,,,2,21,"2,21"
H01CBA06P_96116,4.56988074,25102,H01CBA06P,2021-04-11T20:36:06,96116,CS002-3-1618150284962,,,2,26,"2,26"
H01CBA05P_95872,4.532066731,25311,H01CBA05P,2021-04-11T20:40:10,95872,CS002-2-1618137988605,,,2,22,"2,22"
H01CBA06P_96117,4.535029256,25294.5,H01CBA06P,2021-04-11T20:41:49,96117,CS002-3-1618150284962,,,2,27,"2,27"
H01CBA06P_96118,4.528122719,25333,H01CBA06P,2021-04-11T20:44:08,96118,CS002-3-1618150284962,,,2,28,"2,28"
H01CBA05P_95873,4.525079776,25350,H01CBA05P,2021-04-11T20:46:48,95873,CS002-2-1618137988605,,,2,23,"2,23"
H01CBA06P_96119,12.91637097,22368.5,H01CBA06P,2021-04-11T20:48:52,96119,CS002-3-1618150284962,,,2,29,"2,29"
H01CBA05P_95874,4.49734629,25506,H01CBA05P,2021-04-11T20:52:09,95874,CS002-2-1618137988605,,,2,24,"2,24"
H01CBA06P_96120,4.548905798,25217.5,H01CBA06P,2021-04-11T20:55:05,96120,CS002-3-1618150284962,,,3,0,"3,0"
H01CBA05P_95875,4.50424771,25467,H01CBA05P,2021-04-11T20:55:42,95875,CS002-2-1618137988605,,,2,25,"2,25"
H01CBA05P_95876,4.539075318,25272,H01CBA05P,2021-04-11T21:00:21,95876,CS002-2-1618137988605,,,2,26,"2,26"
H01CBA06P_96121,6.895844405,24986.5,H01CBA06P,2021-04-11T21:01:00,96121,CS002-3-1618150284962,,,3,1,"3,1"
H01CBA06P_96122,6.928025073,24871,H01CBA06P,2021-04-11T21:02:58,96122,CS002-3-1618150284962,,,3,2,"3,2"
H01CBA05P_95877,4.49734629,25506,H01CBA05P,2021-04-11T21:03:51,95877,CS002-2-1618137988605,,,2,27,"2,27"
H01CBA05P_95878,4.490466009,25545,H01CBA05P,2021-04-11T21:07:23,95878,CS002-2-1618137988605,,,2,28,"2,28"
H01CBA06P_96123,4.555875996,25179,H01CBA06P,2021-04-11T21:10:09,96123,CS002-3-1618150284962,,,3,3,"3,3"
H01CBA06P_96124,4.555875996,25179,H01CBA06P,2021-04-11T21:13:08,96124,CS002-3-1618150284962,,,3,4,"3,4"
H01CBA05P_95879,4.50424771,25467,H01CBA05P,2021-04-11T21:13:54,95879,CS002-2-1618137988605,,,2,29,"2,29"
H01CBA06P_96125,4.541956917,25256,H01CBA06P,2021-04-11T21:17:41,96125,CS002-3-1618150284962,,,3,5,"3,5"
H01CBA05P_95880,4.525079776,25350,H01CBA05P,2021-04-11T21:18:19,95880,CS002-2-1618137988605,,,3,0,"3,0"
H01CBA06P_96053,4.50752888,25448.5,H01CBA06P,2021-04-11T16:22:01,96053,CS002-3-1618150284962,,,0,23,"0,23"
H01CBA05P_95824,4.546105638,25233,H01CBA05P,2021-04-11T16:23:17,95824,CS002-2-1618137988605,,,1,4,"1,4"
H01CBA06P_96054,4.56988074,25102,H01CBA06P,2021-04-11T16:27:05,96054,CS002-3-1618150284962,,,0,24,"0,24"
H01CBA05P_95825,4.511170365,25428,H01CBA05P,2021-04-11T16:29:20,95825,CS002-2-1618137988605,,,1,5,"1,5"
H01CBA06P_96055,4.555875996,25179,H01CBA06P,2021-04-11T16:32:31,96055,CS002-3-1618150284962,,,0,25,"0,25"
H01CBA05P_95826,4.525079776,25350,H01CBA05P,2021-04-11T16:33:39,95826,CS002-2-1618137988605,,,1,6,"1,6"
H01CBA06P_96056,4.541956917,25256,H01CBA06P,2021-04-11T16:37:36,96056,CS002-3-1618150284962,,,0,26,"0,26"
H01CBA06P_96057,4.535029256,25294.5,H01CBA06P,2021-04-11T16:39:49,96057,CS002-3-1618150284962,,,0,27,"0,27"
H01CBA06P_96058,4.480360357,25602.5,H01CBA06P,2021-04-11T16:41:26,96058,CS002-3-1618150284962,,,0,28,"0,28"
H01CBA05P_95827,4.49734629,25506,H01CBA05P,2021-04-11T16:44:58,95827,CS002-2-1618137988605,,,1,7,"1,7"
H01CBA06P_96059,4.562867611,25140.5,H01CBA06P,2021-04-11T16:46:44,96059,CS002-3-1618150284962,,,0,29,"0,29"
H01CBA06P_96060,4.528122719,25333,H01CBA06P,2021-04-11T16:49:36,96060,CS002-3-1618150284962,,,1,0,"1,0"
H01CBA05P_95828,4.511170365,25428,H01CBA05P,2021-04-11T16:51:39,95828,CS002-2-1618137988605,,,1,8,"1,8"
H01CBA06P_96061,4.45351771,25756.5,H01CBA06P,2021-04-11T16:52:17,96061,CS002-3-1618150284962,,,1,1,"1,1"
H01CBA06P_96062,4.50752888,25448.5,H01CBA06P,2021-04-11T16:53:31,96062,CS002-3-1618150284962,,,1,2,"1,2"
H01CBA06P_96063,4.528122719,25333,H01CBA06P,2021-04-11T16:54:16,96063,CS002-3-1618150284962,,,1,3,"1,3"
H01CBA06P_96064,4.535029256,25294.5,H01CBA06P,2021-04-11T16:55:02,96064,CS002-3-1618150284962,,,1,4,"1,4"
H01CBA06P_96065,2.19552556,26103,H01CBA06P,2021-04-11T16:55:48,96065,CS002-3-1618150284962,,,1,5,"1,5"
H01CBA05P_95829,4.539075318,25272,H01CBA05P,2021-04-11T16:58:09,95829,CS002-2-1618137988605,,,1,9,"1,9"
H01CBA05P_95830,4.49734629,25506,H01CBA05P,2021-04-11T17:02:27,95830,CS002-2-1618137988605,,,1,10,"1,10"
H01CBA06P_96066,4.480360357,25602.5,H01CBA06P,2021-04-11T17:04:06,96066,CS002-3-1618150284962,,,1,6,"1,6"
H01CBA05P_95831,4.546105638,25233,H01CBA05P,2021-04-11T17:06:58,95831,CS002-2-1618137988605,,,1,11,"1,11"
H01CBA06P_96067,4.548905798,25217.5,H01CBA06P,2021-04-11T17:11:02,96067,CS002-3-1618150284962,,,1,7,"1,7"
H01CBA05P_95832,4.49734629,25506,H01CBA05P,2021-04-11T17:15:40,95832,CS002-2-1618137988605,,,1,12,"1,12"
H01CBA06P_96068,4.521237207,25371.5,H01CBA06P,2021-04-11T17:17:01,96068,CS002-3-1618150284962,,,1,8,"1,8"
H01CBA06P_96069,4.50752888,25448.5,H01CBA06P,2021-04-11T17:21:52,96069,CS002-3-1618150284962,,,1,9,"1,9"
H01CBA05P_95833,4.525079776,25350,H01CBA05P,2021-04-11T17:22:30,95833,CS002-2-1618137988605,,,1,13,"1,13"
H01CBA05P_95845,4.525079776,25350,H01CBA05P,2021-04-11T18:19:27,95845,CS002-2-1618137988605,,,1,25,"1,25"
H01CBA06P_96082,4.50752888,25448.5,H01CBA06P,2021-04-11T18:20:06,96082,CS002-3-1618150284962,,,1,22,"1,22"
H01CBA06P_96083,4.576915484,25063.5,H01CBA06P,2021-04-11T18:23:13,96083,CS002-3-1618150284962,,,1,23,"1,23"
H01CBA05P_95846,4.525079776,25350,H01CBA05P,2021-04-11T18:25:52,95846,CS002-2-1618137988605,,,1,26,"1,26"
H01CBA06P_96084,4.583971944,25025,H01CBA06P,2021-04-11T18:27:46,96084,CS002-3-1618150284962,,,1,24,"1,24"
H01CBA06P_96085,4.562867611,25140.5,H01CBA06P,2021-04-11T18:29:15,96085,CS002-3-1618150284962,,,1,25,"1,25"
H01CBA05P_95847,4.490466009,25545,H01CBA05P,2021-04-11T18:31:05,95847,CS002-2-1618137988605,,,1,27,"1,27"
H01CBA06P_96086,6.906537944,24948,H01CBA06P,2021-04-11T18:34:30,96086,CS002-3-1618150284962,,,1,26,"1,26"
H01CBA05P_95848,4.532066731,25311,H01CBA05P,2021-04-11T18:35:07,95848,CS002-2-1618137988605,,,1,28,"1,28"
H01CBA05P_95849,4.553157793,25194,H01CBA05P,2021-04-11T18:40:02,95849,CS002-2-1618137988605,,,1,29,"1,29"
H01CBA06P_96087,4.56988074,25102,H01CBA06P,2021-04-11T18:40:56,96087,CS002-3-1618150284962,,,1,27,"1,27"
